region_id,gene_id,enh_id,avg_dist
chr10:10300866-12302793,ENSG00000065665,chr10:12000011-12001671,6.1139116287231445
chr10:10300866-12302793,ENSG00000165609,chr10:12000011-12001671,8.985075950622559
chr10:10300866-12302793,ENSG00000151465,chr10:12000011-12001671,8.954092025756836
chr10:119466172-122990597,ENSG00000151929,chr10:119820088-119820838,11.397439002990723
chr10:119466172-122990597,ENSG00000151929,chr10:119836148-119836888,7.646894931793213
chr10:119466172-122990597,ENSG00000151929,chr10:119837028-119838528,7.391027450561523
chr10:119466172-122990597,ENSG00000198825,chr10:119820088-119820838,13.024741172790527
chr10:119466172-122990597,ENSG00000198825,chr10:119836148-119836888,10.418399810791016
chr10:119466172-122990597,ENSG00000198825,chr10:119837028-119838528,10.281412124633789
chr10:119466172-122990597,ENSG00000197771,chr10:119820088-119820838,11.581611633300781
chr10:119466172-122990597,ENSG00000197771,chr10:119836148-119836888,7.98893928527832
chr10:119466172-122990597,ENSG00000197771,chr10:119837028-119838528,7.780029296875
chr10:119466172-122990597,ENSG00000107651,chr10:119820088-119820838,11.581611633300781
chr10:119466172-122990597,ENSG00000107651,chr10:119836148-119836888,7.98893928527832
chr10:119466172-122990597,ENSG00000107651,chr10:119837028-119838528,7.780029296875
chr10:119466172-122990597,ENSG00000107669,chr10:121890315-121892795,9.582618713378906
chr10:119466172-122990597,ENSG00000107672,chr10:121890315-121892795,16.16191291809082
chr10:119466172-122990597,ENSG00000138162,chr10:121890315-121892795,15.334917068481445
chr10:119466172-122990597,ENSG00000107679,chr10:122332515-122334875,10.781815528869629
chr10:129741293-131744401,ENSG00000108010,chr10:130145316-130145566,4.013288974761963
chr10:129741293-131744401,ENSG00000176769,chr10:131301947-131303627,1.8534376621246338
chr10:132661554-133797422,ENSG00000171794,chr10:133127336-133128326,15.944785118103027
chr10:132661554-133797422,ENSG00000171794,chr10:133219096-133219946,2.2519748210906982
chr10:132661554-133797422,ENSG00000151650,chr10:133219096-133219946,4.383798599243164
chr10:132661554-133797422,ENSG00000130640,chr10:133219096-133219946,16.75183868408203
chr10:132661554-133797422,ENSG00000198546,chr10:133219096-133219946,16.00957489013672
chr10:13407294-15411096,ENSG00000165626,chr10:13659490-13660310,2.6640520095825195
chr10:13407294-15411096,ENSG00000165630,chr10:13659490-13660310,0.6076263785362244
chr10:1579588-3602470,ENSG00000067057,chr10:3068748-3069268,0.5749909281730652
chr10:1579588-3602470,ENSG00000107959,chr10:3068748-3069268,7.389138221740723
chr10:41688884-43690774,ENSG00000165731,chr10:43201942-43203292,2.073972702026367
chr10:44232623-47407645,ENSG00000107551,chr10:44989712-44990942,5.999600887298584
chr10:44232623-47407645,ENSG00000165507,chr10:44989712-44990942,2.984438419342041
chr10:44232623-47407645,ENSG00000165512,chr10:44989712-44990942,2.8972737789154053
chr10:44232623-47407645,ENSG00000165406,chr10:45727322-45727412,20.623598098754883
chr10:44232623-47407645,ENSG00000204175,chr10:46579176-46580166,4.5418009757995605
chr10:44232623-47407645,ENSG00000204176,chr10:46579176-46580166,0.21158505976200104
chr10:48863135-53640598,ENSG00000197444,chr10:49875004-49875914,18.101322174072266
chr10:48863135-53640598,ENSG00000227345,chr10:49875004-49875914,14.758370399475098
chr10:57390488-60256730,ENSG00000072401,chr10:58243159-58245079,16.17181396484375
chr10:57390488-60256730,ENSG00000072401,chr10:58385650-58386210,9.195124626159668
chr10:57390488-60256730,ENSG00000108064,chr10:58243159-58245079,15.696677207946777
chr10:57390488-60256730,ENSG00000108064,chr10:58385650-58386210,0.3590388000011444
chr10:57390488-60256730,ENSG00000108091,chr10:60139092-60140342,11.407658576965332
