gene_id,dist_diff_avg_gm12878,dist_diff_avg_hffc6,dist_diff_avg
ENSG00000286693.1,52.46419368070715,9.911343710763115,42.552849969944035
ENSG00000232024.2,49.74161237828872,9.673261167321886,40.06835121096684
ENSG00000288002.1,51.625182469685875,12.232168579101563,39.393013890584314
ENSG00000223727.6,45.367012205578035,7.953170299530029,37.413841906048006
ENSG00000113805.9,45.27839513925406,9.584774492681026,35.69362064657303
ENSG00000251549.2,53.30021603902181,18.07684440612793,35.22337163289389
ENSG00000227445.1,5.512607342488057,40.32847990308489,34.81587256059683
ENSG00000276019.1,9.659171104431152,43.852350098746165,34.19317899431501
ENSG00000236656.1,5.11478865146637,39.15136677878244,34.03657812731607
ENSG00000169717.7,5.717871504960601,39.542849309236104,33.824977804275505
ENSG00000198703.2,5.0740942729486,38.89154161725725,33.817447344308654
ENSG00000231434.1,7.096647275460733,40.856696946280344,33.76004967081961
ENSG00000236556.1,6.0197284972226175,38.41839477343437,32.398666276211756
ENSG00000244712.1,41.19237157449884,8.824991805060785,32.36737976943806
ENSG00000198967.5,11.862976254643621,43.794090679713655,31.931114425070035
ENSG00000130558.20,9.304331372384311,40.229846335746146,30.925514963361834
ENSG00000272049.1,53.286896387736,22.62397747039795,30.66291891733805
ENSG00000268067.3,38.37552274772507,8.452848551449952,29.922674196275118
ENSG00000247516.8,53.20249843597412,23.295755004882814,29.906743431091307
ENSG00000198965.5,7.67936947539046,37.57982349395752,29.90045401856706
ENSG00000259608.1,4.778904765844345,34.672889709472656,29.89398494362831
ENSG00000197532.3,12.706702412785711,42.49451296670096,29.78781055391525
ENSG00000127903.14,38.29283184348466,8.528131086517263,29.7647007569674
ENSG00000286125.2,38.222424187346135,8.529834617288024,29.69258957005811
ENSG00000117174.11,38.70349180698395,9.081777736825764,29.621714070158184
ENSG00000284745.1,12.623017320927886,42.10621206042836,29.483194739500476
ENSG00000163554.15,11.273364531027305,40.73826626368931,29.464901732662007
ENSG00000215339.3,5.785130993525187,35.2440990447998,29.458968051274617
ENSG00000227888.4,5.775484482447307,35.214498138427736,29.43901365598043
ENSG00000254623.1,5.802011696497599,35.20947265625,29.4074609597524
ENSG00000254423.1,5.755882533391317,35.035848236083986,29.27996570269267
ENSG00000255556.2,5.7488395055135095,34.94343147277832,29.194591967264813
ENSG00000252535.1,5.825393390655518,34.988288497924806,29.16289510726929
ENSG00000279935.1,9.410191167374046,38.4722582327353,29.062067065361255
ENSG00000215912.12,7.427329338702959,36.47028882295183,29.04295948424887
ENSG00000250037.1,53.079582850138344,24.07689666748047,29.002686182657875
ENSG00000279111.2,14.510546374965358,43.479747091020855,28.969200716055497
ENSG00000186440.3,14.282166764542863,43.161512919834685,28.87934615529182
ENSG00000249159.6,53.056959788004555,24.20325126647949,28.853708521525064
ENSG00000245729.2,53.056959788004555,24.20325126647949,28.853708521525064
ENSG00000142871.18,37.926345348358154,9.083471315649321,28.842874032708835
ENSG00000129514.8,39.079566955566406,10.274714576786963,28.804852378779444
ENSG00000153904.21,37.81536066532135,9.032154668052241,28.783205997269107
ENSG00000272691.1,37.81536066532135,9.046514024712005,28.768846640609347
