region_id,gene_id,enh_id,gm12878_avg_dist
chr11:124504554-127402828,ENSG00000150433,chr11:125083874-125084224,2.9860541820526123
chr11:17882073-19889175,ENSG00000173432,chr11:18310933-18311383,9.527322769165039
chr11:17882073-19889175,ENSG00000179057,chr11:18593763-18594803,11.36224365234375
chr11:17882073-19889175,ENSG00000129173,chr11:19240233-19240543,0.5795493125915527
chr11:17882073-19889175,ENSG00000074319,chr11:18616103-18616873,5.7286529541015625
chr11:17882073-19889175,ENSG00000177054,chr11:19240233-19240543,10.459107398986816
chr11:17882073-19889175,ENSG00000151116,chr11:18593763-18594803,1.661604404449463
chr11:127812339-129813741,ENSG00000151702,chr11:128840265-128842375,3.2356326580047607
chr11:17882073-19889175,ENSG00000179119,chr11:18593763-18594803,10.836021423339844
chr11:17882073-19889175,ENSG00000148965,chr11:18310933-18311383,13.955836296081543
chr11:17882073-19889175,ENSG00000151116,chr11:18616103-18616873,8.114327430725098
chr11:17882073-19889175,ENSG00000110768,chr11:18310933-18311383,2.591193914413452
chr11:127812339-129813741,ENSG00000134954,chr11:128694275-128695905,6.6511030197143555
chr11:17882073-19889175,ENSG00000110756,chr11:18310933-18311383,2.591193914413452
chr11:17882073-19889175,ENSG00000179119,chr11:18616103-18616873,5.538482189178467
chr11:124504554-127402828,ENSG00000165478,chr11:124954374-124954714,6.158688545227051
chr11:17882073-19889175,ENSG00000134339,chr11:18310933-18311383,12.878238677978516
chr11:17882073-19889175,ENSG00000074319,chr11:18593763-18594803,10.819466590881348
chr10:69686135-77506369,ENSG00000166343,chr10:73759792-73760012,17.364248275756836
chr10:127097411-129099341,ENSG00000148773,chr10:128047686-128047756,7.073459625244141
chr10:132661554-133797422,ENSG00000214279,chr10:133275586-133276766,7.177001953125
chr10:69686135-77506369,ENSG00000196968,chr10:73759792-73760012,3.2067689895629883
chr10:10300866-12302793,ENSG00000151461,chr10:12006241-12007721,6.982995510101318
chr10:69686135-77506369,ENSG00000177791,chr10:73849112-73849252,0.5751607418060303
chr10:69686135-77506369,ENSG00000214655,chr10:73759792-73760012,6.3253889083862305
chr10:69686135-77506369,ENSG00000107758,chr10:73810902-73811472,12.264132499694824
chr10:10300866-12302793,ENSG00000151465,chr10:12123231-12124511,13.880038261413574
chr10:10300866-12302793,ENSG00000151465,chr10:12022511-12023251,11.799835205078125
chr10:10300866-12302793,ENSG00000065665,chr10:12000011-12001671,15.105888366699219
chr10:57390488-60256730,ENSG00000072401,chr10:58385650-58386210,11.079887390136719
chr10:57390488-60256730,ENSG00000151151,chr10:58385650-58386210,18.5598087310791
chr10:69686135-77506369,ENSG00000166507,chr10:73849112-73849252,9.065979957580566
chr10:69686135-77506369,ENSG00000166348,chr10:73759792-73760012,17.048969268798828
chr10:132661554-133797422,ENSG00000151650,chr10:133275586-133276766,6.8040361404418945
chr10:13407294-15411096,ENSG00000152457,chr10:14883861-14885581,4.404998302459717
chr10:10300866-12302793,ENSG00000151461,chr10:12000011-12001671,7.2206807136535645
chr10:10300866-12302793,ENSG00000148426,chr10:12006241-12007721,7.989602088928223
chr10:10300866-12302793,ENSG00000151465,chr10:12006241-12007721,7.9141011238098145
chr10:10300866-12302793,ENSG00000151461,chr10:12022511-12023251,5.7342848777771
chr10:10300866-12302793,ENSG00000165609,chr10:12006241-12007721,7.9141011238098145
chr10:10300866-12302793,ENSG00000181192,chr10:12123231-12124511,13.615965843200684
chr10:13407294-15411096,ENSG00000197889,chr10:14883861-14885581,6.3034539222717285
chr10:69686135-77506369,ENSG00000107719,chr10:70538404-70538884,6.060871124267578
chr10:69686135-77506369,ENSG00000172586,chr10:73849112-73849252,14.626151084899902
chr10:10300866-12302793,ENSG00000065665,chr10:12123231-12124511,1.7172831296920776
chr10:10300866-12302793,ENSG00000065665,chr10:12006241-12007721,15.902888298034668
chr10:69686135-77506369,ENSG00000188716,chr10:74976332-74977312,13.98619270324707
chr10:10300866-12302793,ENSG00000181192,chr10:12006241-12007721,7.936867713928223
chr10:26349150-28353357,ENSG00000077420,chr10:26527901-26530161,12.204556465148926
chr10:10300866-12302793,ENSG00000165609,chr10:12001821-12003491,6.435060977935791
chr10:10300866-12302793,ENSG00000181192,chr10:12001821-12003491,6.4600653648376465
chr10:69686135-77506369,ENSG00000166507,chr10:73759792-73760012,11.510140419006348
chr10:69686135-77506369,ENSG00000196968,chr10:73849112-73849252,15.623173713684082
chr10:10300866-12302793,ENSG00000151465,chr10:12001821-12003491,6.435060977935791
chr10:13407294-15411096,ENSG00000185267,chr10:14883861-14885581,4.332029819488525
chr10:69686135-77506369,ENSG00000166228,chr10:70537904-70538274,5.43940544128418
chr10:44232623-47407645,ENSG00000165406,chr10:45461412-45463142,17.268470764160156
chr10:57390488-60256730,ENSG00000122873,chr10:58385650-58386210,18.466724395751953
chr10:69686135-77506369,ENSG00000166317,chr10:73773042-73773182,15.261717796325684
chr10:69686135-77506369,ENSG00000172586,chr10:73759792-73760012,5.574251174926758
chr10:44232623-47407645,ENSG00000172671,chr10:45461412-45463142,2.8791277408599854
chr10:69686135-77506369,ENSG00000156671,chr10:74976332-74977312,11.389004707336426
chr10:10300866-12302793,ENSG00000151465,chr10:12000011-12001671,5.708214282989502
chr10:57390488-60256730,ENSG00000108064,chr10:58385650-58386210,0.23586390912532806
chr10:69686135-77506369,ENSG00000214655,chr10:73849112-73849252,14.129936218261719
chr10:10300866-12302793,ENSG00000165609,chr10:12022511-12023251,11.799835205078125
chr10:10300866-12302793,ENSG00000048740,chr10:11165317-11165477,22.314001083374023
chr10:13407294-15411096,ENSG00000152464,chr10:15118661-15119191,5.580194473266602
chr10:69686135-77506369,ENSG00000172650,chr10:73849112-73849252,10.362748146057129
chr10:69686135-77506369,ENSG00000176986,chr10:73849112-73849252,16.653818130493164
chr10:69686135-77506369,ENSG00000176986,chr10:73759792-73760012,3.254728317260742
chr10:44232623-47407645,ENSG00000256574,chr10:45461412-45463142,15.965592384338379
chr10:10300866-12302793,ENSG00000151461,chr10:12001821-12003491,7.071893215179443
chr10:69686135-77506369,ENSG00000177791,chr10:73759792-73760012,16.725215911865234
chr10:69686135-77506369,ENSG00000166348,chr10:73849112-73849252,5.506608963012695
chr10:69686135-77506369,ENSG00000107745,chr10:72597592-72598652,6.105250358581543
chr10:13407294-15411096,ENSG00000187522,chr10:14883861-14885581,4.901730537414551
chr10:10300866-12302793,ENSG00000181192,chr10:12000011-12001671,5.733091831207275
chr10:69686135-77506369,ENSG00000180644,chr10:70537904-70538274,6.1709418296813965
chr10:44232623-47407645,ENSG00000012779,chr10:45459272-45461222,18.385114669799805
chr10:10300866-12302793,ENSG00000165609,chr10:12000011-12001671,5.708214282989502
chr10:69686135-77506369,ENSG00000197746,chr10:71694263-71695413,5.523985385894775
chr10:69686135-77506369,ENSG00000172650,chr10:73759792-73760012,12.449518203735352
chr10:44232623-47407645,ENSG00000012779,chr10:45461412-45463142,19.2677059173584
chr10:1579588-3602470,ENSG00000067057,chr10:3068748-3069268,0.8613938093185425
chr10:44232623-47407645,ENSG00000172671,chr10:45459272-45461222,0.3750264048576355
chr10:69686135-77506369,ENSG00000107758,chr10:73773042-73773182,17.418922424316406
chr10:69686135-77506369,ENSG00000165637,chr10:74976332-74977312,13.458468437194824
chr10:10300866-12302793,ENSG00000151461,chr10:12123231-12124511,17.183609008789062
chr10:10300866-12302793,ENSG00000065665,chr10:12001821-12003491,15.346163749694824
chr10:69686135-77506369,ENSG00000148660,chr10:73759792-73760012,17.015037536621094
chr10:69686135-77506369,ENSG00000166343,chr10:73849112-73849252,6.341738700866699
chr10:69686135-77506369,ENSG00000214688,chr10:71694263-71695413,9.150568962097168
chr10:10300866-12302793,ENSG00000065665,chr10:12022511-12023251,18.206087112426758
chr10:13407294-15411096,ENSG00000152455,chr10:14883861-14885581,4.185442924499512
chr10:1579588-3602470,ENSG00000107959,chr10:3068748-3069268,8.029138565063477
chr10:44232623-47407645,ENSG00000165406,chr10:45459272-45461222,16.861114501953125
chr10:10300866-12302793,ENSG00000048740,chr10:11091167-11092017,22.26520347595215
chr10:69686135-77506369,ENSG00000168209,chr10:72274422-72274692,0.7309997081756592
chr11:54379674-57673729,ENSG00000254979,chr11:57530237-57530657,10.005082130432129
chr11:63186244-65192942,ENSG00000149743,chr11:64270338-64271608,1.317293643951416
chr11:63186244-65192942,ENSG00000173264,chr11:64449648-64449888,0.8535752296447754
chr11:54379674-57673729,ENSG00000134802,chr11:57530237-57530657,9.037423133850098
chr11:63186244-65192942,ENSG00000162302,chr11:64340748-64340898,2.7406554222106934
chr11:63186244-65192942,ENSG00000133315,chr11:64360588-64361128,5.5962700843811035
chr11:63186244-65192942,ENSG00000168005,chr11:63952568-63952748,7.911627292633057
chr11:63186244-65192942,ENSG00000168067,chr11:65112068-65112508,1.829045057296753
chr11:57768358-59867844,ENSG00000186509,chr11:58024108-58025948,0.1495368629693985
chr11:4249709-6253331,ENSG00000258659,chr11:5603740-5604530,4.376856803894043
chr11:54379674-57673729,ENSG00000186652,chr11:57424027-57425537,8.254590034484863
chr11:63186244-65192942,ENSG00000149743,chr11:64340328-64340598,2.7054531574249268
chr11:47305544-50688076,ENSG00000109919,chr11:47847958-47848218,6.029146194458008
chr11:63186244-65192942,ENSG00000126432,chr11:64340748-64340898,2.775231122970581
chr11:63186244-65192942,ENSG00000149792,chr11:64799688-64800108,2.284177541732788
chr11:63186244-65192942,ENSG00000126432,chr11:64270338-64271608,1.4486329555511475
chr11:63186244-65192942,ENSG00000146670,chr11:64799688-64800108,3.0314323902130127
chr11:63186244-65192942,ENSG00000146670,chr11:65112868-65113218,3.068251609802246
chr11:63186244-65192942,ENSG00000149809,chr11:64995278-64996868,0.8943890929222107
chr11:63186244-65192942,ENSG00000149823,chr11:64995278-64996868,5.340719223022461
chr11:63186244-65192942,ENSG00000162300,chr11:65112868-65113218,3.068251609802246
chr11:63186244-65192942,ENSG00000167770,chr11:63952568-63952748,5.526019096374512
chr11:4249709-6253331,ENSG00000181017,chr11:5610560-5610770,19.2664852142334
chr11:63186244-65192942,ENSG00000146670,chr11:64995278-64996868,3.0275380611419678
chr11:63186244-65192942,ENSG00000110047,chr11:65112068-65112508,1.8174962997436523
chr11:4249709-6253331,ENSG00000181017,chr11:5603740-5604530,18.38404083251953
chr11:63186244-65192942,ENSG00000146670,chr11:65112068-65112508,3.1899595260620117
chr11:63186244-65192942,ENSG00000149809,chr11:64799688-64800108,0.9367386102676392
chr11:63186244-65192942,ENSG00000162302,chr11:64360378-64360468,2.871055841445923
chr11:63186244-65192942,ENSG00000173511,chr11:64340748-64340898,5.111554145812988
chr11:63186244-65192942,ENSG00000068971,chr11:65112868-65113218,6.792184829711914
chr11:63186244-65192942,ENSG00000149781,chr11:64340328-64340598,2.8694369792938232
chr11:63186244-65192942,ENSG00000068831,chr11:64799688-64800108,1.1016778945922852
chr11:54379674-57673729,ENSG00000149150,chr11:57426657-57426877,10.915487289428711
chr11:63186244-65192942,ENSG00000126500,chr11:63952568-63952748,9.179902076721191
chr11:63186244-65192942,ENSG00000168062,chr11:64995278-64996868,0.20102666318416595
chr11:63186244-65192942,ENSG00000173511,chr11:64360378-64360468,4.935763359069824
chr11:63186244-65192942,ENSG00000173511,chr11:64270338-64271608,4.264973163604736
chr11:63186244-65192942,ENSG00000149761,chr11:64360378-64360468,2.3947460651397705
chr11:63186244-65192942,ENSG00000126432,chr11:64449648-64449888,1.0599626302719116
chr11:63186244-65192942,ENSG00000173511,chr11:64449648-64449888,4.265506744384766
chr11:63186244-65192942,ENSG00000149792,chr11:64995278-64996868,2.2692596912384033
chr11:63186244-65192942,ENSG00000149781,chr11:64360378-64360468,2.5552239418029785
chr11:63186244-65192942,ENSG00000173457,chr11:64340748-64340898,4.486326694488525
chr11:63186244-65192942,ENSG00000187066,chr11:65112068-65112508,5.815728664398193
chr11:63186244-65192942,ENSG00000168066,chr11:65112868-65113218,0.8867072463035583
chr11:63186244-65192942,ENSG00000256100,chr11:63986518-63988328,4.923427581787109
chr11:54379674-57673729,ENSG00000134809,chr11:57424027-57425537,9.8641996383667
chr11:63186244-65192942,ENSG00000149806,chr11:64799688-64800108,2.284177541732788
chr11:54379674-57673729,ENSG00000186652,chr11:57530237-57530657,10.96626091003418
chr11:54379674-57673729,ENSG00000214872,chr11:57426657-57426877,10.42546272277832
chr11:63186244-65192942,ENSG00000068831,chr11:64742938-64743998,1.3897888660430908
chr11:63186244-65192942,ENSG00000173264,chr11:64360588-64361128,2.416698694229126
chr11:54379674-57673729,ENSG00000149115,chr11:57530237-57530657,1.2886230945587158
chr11:54379674-57673729,ENSG00000186907,chr11:57646067-57646287,1.2515747547149658
chr11:63186244-65192942,ENSG00000126432,chr11:64340328-64340598,2.775231122970581
chr11:4249709-6253331,ENSG00000181074,chr11:5603740-5604530,19.185300827026367
chr11:63186244-65192942,ENSG00000068831,chr11:65112868-65113218,1.2224422693252563
chr11:63186244-65192942,ENSG00000168062,chr11:65112868-65113218,0.7992455959320068
chr11:63186244-65192942,ENSG00000002330,chr11:64340748-64340898,6.43730354309082
chr11:63186244-65192942,ENSG00000110047,chr11:65112868-65113218,1.6767381429672241
chr11:63186244-65192942,ENSG00000149806,chr11:65112868-65113218,2.3366048336029053
chr11:63186244-65192942,ENSG00000168071,chr11:64270338-64271608,2.3912577629089355
chr11:47305544-50688076,ENSG00000165915,chr11:47425249-47425859,6.7983317375183105
chr11:63186244-65192942,ENSG00000168071,chr11:64360378-64360468,2.9803664684295654
chr11:54379674-57673729,ENSG00000214872,chr11:57657858-57659448,6.271904945373535
chr11:63186244-65192942,ENSG00000149782,chr11:64360588-64361128,2.6107046604156494
chr11:63186244-65192942,ENSG00000173153,chr11:64340328-64340598,2.9311275482177734
chr11:4249709-6253331,ENSG00000196565,chr11:5603740-5604530,17.830394744873047
chr11:63186244-65192942,ENSG00000168070,chr11:65047568-65047638,7.774615287780762
chr11:47305544-50688076,ENSG00000196666,chr11:47765368-47767068,19.3555850982666
chr11:17882073-19889175,ENSG00000255071,chr11:18310933-18311383,12.878238677978516
chr11:47305544-50688076,ENSG00000109920,chr11:47425249-47425859,18.970796585083008
chr11:4249709-6253331,ENSG00000121236,chr11:5610560-5610770,4.385298252105713
chr11:63186244-65192942,ENSG00000068831,chr11:64995278-64996868,1.073246717453003
chr11:63186244-65192942,ENSG00000149781,chr11:64270338-64271608,1.5329835414886475
chr11:63186244-65192942,ENSG00000168439,chr11:63952338-63952398,7.335075855255127
chr11:63186244-65192942,ENSG00000176340,chr11:64360588-64361128,8.150094985961914
chr11:4249709-6253331,ENSG00000132274,chr11:5603740-5604530,15.029997825622559
chr11:63186244-65192942,ENSG00000002330,chr11:64360588-64361128,6.552213191986084
chr11:63186244-65192942,ENSG00000162300,chr11:65112068-65112508,3.1899595260620117
chr11:54379674-57673729,ENSG00000134802,chr11:57426657-57426877,0.3423900604248047
chr11:54379674-57673729,ENSG00000149136,chr11:57424027-57425537,11.044654846191406
chr11:63186244-65192942,ENSG00000167771,chr11:63952568-63952748,2.8778269290924072
chr11:4249709-6253331,ENSG00000196565,chr11:5610560-5610770,18.535085678100586
chr11:63186244-65192942,ENSG00000174276,chr11:64799688-64800108,1.7782634496688843
chr11:4249709-6253331,ENSG00000258659,chr11:5610560-5610770,2.2458014488220215
chr11:63186244-65192942,ENSG00000162298,chr11:64799688-64800108,0.7688671350479126
chr11:63186244-65192942,ENSG00000213465,chr11:64995278-64996868,0.5080206394195557
chr11:54379674-57673729,ENSG00000186652,chr11:57657858-57659448,11.312097549438477
chr11:63186244-65192942,ENSG00000068976,chr11:64995278-64996868,4.898569107055664
chr11:4249709-6253331,ENSG00000175518,chr11:5610560-5610770,19.5711612701416
chr11:63186244-65192942,ENSG00000126432,chr11:64360378-64360468,2.4722373485565186
chr11:63186244-65192942,ENSG00000149761,chr11:64270338-64271608,1.317293643951416
chr11:63186244-65192942,ENSG00000173113,chr11:64360378-64360468,2.4722373485565186
chr11:63186244-65192942,ENSG00000162302,chr11:64340328-64340598,2.7406554222106934
chr11:63186244-65192942,ENSG00000173153,chr11:64360588-64361128,2.64058256149292
chr11:63186244-65192942,ENSG00000173457,chr11:64360378-64360468,4.237198352813721
chr11:63186244-65192942,ENSG00000174276,chr11:65112068-65112508,2.0325164794921875
chr11:63186244-65192942,ENSG00000213465,chr11:65112068-65112508,0.9681472182273865
chr11:63186244-65192942,ENSG00000168071,chr11:64449648-64449888,2.2156970500946045
chr11:63186244-65192942,ENSG00000173113,chr11:64360588-64361128,2.4722373485565186
chr11:63186244-65192942,ENSG00000173457,chr11:64360588-64361128,4.237198352813721
chr11:54379674-57673729,ENSG00000149150,chr11:57657858-57659448,6.207438945770264
chr11:63186244-65192942,ENSG00000126500,chr11:64270338-64271608,8.953352928161621
chr11:54379674-57673729,ENSG00000166793,chr11:57646067-57646287,3.008864402770996
chr11:63186244-65192942,ENSG00000162298,chr11:64995278-64996868,0.6966988444328308
chr11:63186244-65192942,ENSG00000168070,chr11:64995278-64996868,6.9687371253967285
chr11:63186244-65192942,ENSG00000168066,chr11:64742938-64743998,1.0690993070602417
