region_id,gene_id,enh_id,gm12878_avg_dist,hffc6_avg_dist
chr12:120641534-122651577,ENSG00000139714,chr12:121578945-121580015,1.888503074645996,10.50547981262207
chr12:120641534-122651577,ENSG00000184047,chr12:121578945-121580015,9.883341789245605,12.935403823852539
chr12:120641534-122651577,ENSG00000089053,chr12:121839834-121839924,6.378606796264648,14.790024757385254
chr12:120641534-122651577,ENSG00000139719,chr12:121578945-121580015,1.7164703607559204,17.041793823242188
chr12:120641534-122651577,ENSG00000158113,chr12:121798694-121799734,8.30042552947998,9.003863334655762
chr12:120641534-122651577,ENSG00000256950,chr12:121798694-121799734,3.886934757232666,1.5866236686706543
chr12:120641534-122651577,ENSG00000256950,chr12:121798694-121799734,3.886934757232666,1.5866236686706543
chr12:120641534-122651577,ENSG00000256950,chr12:121798694-121799734,3.886934757232666,1.5866236686706543
chr12:120641534-122651577,ENSG00000256950,chr12:121798694-121799734,3.886934757232666,1.5866236686706543
chr12:120641534-122651577,ENSG00000256950,chr12:121798694-121799734,3.886934757232666,1.5866236686706543
chr12:120641534-122651577,ENSG00000256950,chr12:121798694-121799734,3.886934757232666,1.5866236686706543
chr12:120641534-122651577,ENSG00000256950,chr12:121798694-121799734,3.886934757232666,1.5866236686706543
chr12:120641534-122651577,ENSG00000256950,chr12:121798694-121799734,3.886934757232666,1.5866236686706543
chr12:120641534-122651577,ENSG00000256950,chr12:121798694-121799734,3.886934757232666,1.5866236686706543
chr12:120641534-122651577,ENSG00000089094,chr12:121798694-121799734,3.917982816696167,9.902685165405273
chr12:120641534-122651577,ENSG00000089094,chr12:121798694-121799734,3.917982816696167,9.902685165405273
chr12:120641534-122651577,ENSG00000089094,chr12:121798694-121799734,3.917982816696167,9.902685165405273
chr12:120641534-122651577,ENSG00000089094,chr12:121798694-121799734,3.917982816696167,9.902685165405273
chr12:120641534-122651577,ENSG00000089094,chr12:121798694-121799734,3.917982816696167,9.902685165405273
chr12:120641534-122651577,ENSG00000089094,chr12:121798694-121799734,3.917982816696167,9.902685165405273
chr12:120641534-122651577,ENSG00000089094,chr12:121798694-121799734,3.917982816696167,9.902685165405273
chr12:120641534-122651577,ENSG00000089094,chr12:121798694-121799734,3.917982816696167,9.902685165405273
chr12:120641534-122651577,ENSG00000089094,chr12:121798694-121799734,3.917982816696167,9.902685165405273
